Dataset,Line,Example,Template,ClusterId
Mac,64260,[00:20:39.190] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [0x7f9e9b634e00] tcp_connection succeeded in reconnection attempt.  Network problem appears to be resolved.,<*> <<< CFByteFlume >>> fbf_TCPConnEventHandler: <*> tcp_connection succeeded in reconnection attempt. Network problem appears to be resolved.,409
Mac,64282,Surface testing disallowed updates for 10 sequential attempts...,Surface testing disallowed updates for <*> sequential attempts...,410
Mac,64297,NSWindow warning: adding an unknown subview: <FullSizeContentView: 0x7f8ee9f37410>. Break on NSLog to debug.,NSWindow warning: adding an unknown subview: <FullSizeContentView: <*> Break on NSLog to debug.,411
Mac,64303,2017-07-05 00:21:00.548 ksinstall[35632/0xa4388000] [lvl=2] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: 1.2.8.57.,<*> -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>,412
Mac,64304,2017-07-05 00:21:00.548 ksinstall[35632/0xa4388000] [lvl=2] -[KeystoneInstallTool main] Google Software Update installer ran successfully.,<*> -[KeystoneInstallTool main] Google Software Update installer ran successfully.,413
Mac,64314,Created ticket <KSTicket:0x102913040,Created ticket <*>,414
Mac,64332,Using ticket store: <KSPersistentTicketStore:0x1006118a0 store=<KSKeyedPersistentStore:0x100611e50,Using ticket store: <*>,415
Mac,64340,KSPersistentTicketStore failed to load tickets. (productID: com.google.Chrome) [com.google.UpdateEngine.CoreErrorDomain:1051 - '/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore'] (KSKeyedPersistentStore store directory does not exist. - '/Library/Google/GoogleSoftwareUpdate/TicketStore' [com.google.UpdateEngine.CommonErrorDomain:501]),KSPersistentTicketStore failed to load tickets. (productID: com.google.Chrome) <*> - '/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore'] (KSKeyedPersistentStore store directory does not exist. - '/Library/Google/GoogleSoftwareUpdate/TicketStore' <*>,416
Mac,64409,ChromeExistion main isUndetectWithCommand = 1,ChromeExistion main isUndetectWithCommand = <*>,417
Mac,64414,ChromeExistion main isUndetectWebsite = 0,ChromeExistion main isUndetectWebsite = <*>,418
Mac,64437,[ChromeExistion Version:1.0.2],[ChromeExistion <*>,419
Mac,64441,the url = http://www.miaopai.com/show/5wPghFxoaDQBdZdgIHMvgaFw2huL8GeX.htm,the url = <*>,420
Mac,64450,ChromeExistion main isBrowserDetect = 1,ChromeExistion main isBrowserDetect = <*>,421
Mac,64517,tcp_connection_destination_handle_tls_close_notify 2300 closing socket due to TLS CLOSE_NOTIFY alert,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,422
Mac,64532,[00:28:42.167] sgffr_generateSingleSampleBuffer signalled err=-12871 (err) (FigScheduledReadRequestRead failed) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/FormatHandlers/SampleGeneratorForFormatReader.c line 1562,<*> sgffr_generateSingleSampleBuffer signalled <*> (err) (FigScheduledReadRequestRead failed) at <*> line <*>,423
Mac,65063,2017-07-05 12:58:26.460313 AM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,<*> AM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,424
Mac,66307,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 283636,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,425
Mac,66316,Wake reason: EC.LidOpen (User),Wake reason: EC.LidOpen (User),426
Mac,66353,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x7000 ****,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,427
Mac,66535,vm_compressor_fastwake_warmup completed - took 16549 msecs,vm_compressor_fastwake_warmup completed - took <*> msecs,428
Mac,66542,"[CardDAVPlugin-ERROR] Exception caught while running sync with server: Error Domain=CoreDAVErrorDomain Code=1 ""(null)""","[CardDAVPlugin-ERROR] Exception caught while running sync with server: Error Domain=CoreDAVErrorDomain <*> ""(null)""",429
Mac,66900,2017-07-05 10:52:15.636 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,<*> -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,430
Mac,66902,2017-07-05 10:52:15.674 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:0x100244440,<*> -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <*>,431
Mac,67054,"2017-07-05 10:52:15.996 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""All Products"" using engine <KSUpdateEngine:0x100244440","<*> -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""All Products"" using engine <*>",432
Mac,67357,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9e0dea0 {name = _NSDoNotDisturbDisabledNotification},<IMMacNotificationCenterManager: <*> notification observer: com.apple.FaceTime notification: __CFNotification <*> {name = _NSDoNotDisturbDisabledNotification},433
Mac,67449,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},<IMMacNotificationCenterManager: <*> notification observer: com.apple.FaceTime notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},434
Mac,68389,"RTC: Alarm 2017/7/5 19:00:29, sleep 2017/7/5 19:00:28",RTC: Alarm <*> sleep <*>,435
Mac,68495,"Google Chrome He[35941] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550457b1b. While not abnormal for debuggers, this increases system memory footprint until the target exits.","Google Chrome <*> triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",436
Mac,71509,vm_compressor_flush - starting,vm_compressor_flush - starting,437
Mac,72070,AppleActuatorDeviceUserClient::stop Entered,AppleActuatorDeviceUserClient::stop Entered,438
Mac,72443,"hibernate_machine_init: state 2, image pages 449191, sum was 8f21a173, imageSize 0x2bc6d000, image1Size 0x2237f000, conflictCount 6020, nextFree 59bf",hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> conflictCount <*> nextFree <*>,439
Mac,72487,[HID] [MT] AppleActuatorHIDEventDriver::start entered,[HID] [MT] AppleActuatorHIDEventDriver::start entered,440
Mac,72684,"hibernate_teardown: mark_as_unneeded_pages 4096, 55305, 34520",hibernate_teardown: mark_as_unneeded_pages <*>,441
Mac,72972,***** Received request to scan at 30ms/60ms *****,***** Received request to scan at <*> *****,442
Mac,73149,2017-07-05 16:18:03.522 ksfetch[36129/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100613320> { URL: https://tools.google.com/service/update2?cup2hreq=7afefc2d14ac2bf21fff86a097fc920b5aade5df1d44342ab482dc6bb424d520&cup2key=7:540747130 },<*> main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },443
Mac,73380,extension com.apple.ncplugin.weather -> com.apple.weather,extension com.apple.ncplugin.weather -> com.apple.weather,444
Mac,73620,Captive: en0: Not probing 'AirBears2' (cache indicates not captive),Captive: <*> Not probing <*> (cache indicates not captive),445
Mac,74425,"arp_client_transmit(en0) failed, Network is down (50)","<*> failed, Network is down <*>",446
Mac,74732,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, <*> NSLocalizedDescription=The Internet connection appears to be offline.}",447
Mac,75069,"[com.apple.calendar.store.log.caldav.mismatch] [Sync report for calendar home iCloud, failed with error Error Domain=NSURLErrorDomain Code=-1003 ""找不到使用指定主机名的服务器。"" UserInfo={NSUnderlyingError=0x7fa11fa48c30 {Error Domain=kCFErrorDomainCFNetwork Code=-1003 ""找不到使用指定主机名的服务器。"" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=找不到使用指定主机名的服务器。}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=找不到使用指定主机名的服务器。}]","[com.apple.calendar.store.log.caldav.mismatch] [Sync report for calendar home iCloud, failed with error Error Domain=NSURLErrorDomain <*> ""找不到使用指定主机名的服务器。"" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""找不到使用指定主机名的服务器。"" <*> NSLocalizedDescription=找不到使用指定主机名的服务器。}}, <*> NSLocalizedDescription=找不到使用指定主机名的服务器。}]",448
Mac,75470,AirPort: Link Down on en0. Reason 4 (Disassociated due to inactivity).,AirPort: Link Down on <*> Reason <*> (Disassociated due to inactivity).,449
Mac,75609,-[NETClientConnection effectiveBundleID] using process name AddressBookSour as bundle ID (this is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name AddressBookSour as bundle ID (this is expected for daemons without bundle ID,450
Mac,75909,en0: DAD complete for 2607:f140:6000:8:c6b3:1ff:fecd:467f - duplicate found.,<*> DAD complete for <*> - duplicate found.,451
Mac,75914,->  DNSServiceQueryRecord      0x0000D000  0 210.160.105.10.in-addr.arpa. (PTR) PID[53](),-> DNSServiceQueryRecord <*> <*> (PTR) <*>,452
Mac,76315,IOPolledFilePollersOpen(0) 5 ms,<*> ms,453
Mac,76689,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,454
Mac,76692,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x7800 ****,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,455
Mac,77158,hciControllerOnline; HID devices? 0,hciControllerOnline; HID devices? <*>,456
Mac,77356,ARPT: 729046.182057: ARPT: Wake Reason: Wake on Scan offload; Disconnect reason: Disassociated due to inactivity,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload; Disconnect reason: Disassociated due to inactivity,457
Mac,77569,"IOHibernatePollerOpen, ml_get_interrupts_enabled 0","IOHibernatePollerOpen, ml_get_interrupts_enabled <*>",458
Mac,77580,hibernate_machine_init reading,hibernate_machine_init reading,459
Mac,78366,2017-07-06 00:30:37.069 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,<*> -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,460
Mac,78470,"2017-07-06 00:30:38.995 ksfetch[36444/0x7fff79824000] [lvl=2] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x1007319a0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://tools.google.com/service/update2?cup2hreq=1a0ffcef35b0476b0ed0eb432c8d31ea408014829966fd6560490d452a136395&cup2key=7:1604381715, NSErrorFailingURLKey=https://tools.google.com/service/update2?cup2hreq=1a0ffcef35b0476b0ed0eb432c8d31ea408014829966fd6560490d452a136395&cup2key=7:1604381715, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://tools.google.com/service/update2?cup2hreq=1a0ffcef35b0476b0ed0eb432c8d31ea408014829966fd6560490d452a136395&cup2key=7:1604381715, NSErrorFailingURLKey=https://tools.google.com/service/update2?cup2hreq=1a0ffcef35b0476b0ed0eb432c8d31ea408014829966fd6560490d452a136395&cup2key=7:1604381715, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","<*> -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> NSLocalizedDescription=The Internet connection appears to be offline.}",461
Mac,79800,hibernate_teardown started,hibernate_teardown started,462
Mac,80684,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={AccountName=iCloud, CalDAVErrFromRefresh=YES, NSUnderlyingError=0x7fa11f977500 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=似乎已断开与互联网的连接。}}, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/principal/, NSLocalizedDescription=似乎已断开与互联网的连接。, _kCFStreamErrorDomainKey=12, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=8}]","[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain <*> ""似乎已断开与互联网的连接。"" UserInfo={AccountName=iCloud, CalDAVErrFromRefresh=YES, <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""似乎已断开与互联网的连接。"" <*> NSLocalizedDescription=似乎已断开与互联网的连接。}}, <*> NSLocalizedDescription=似乎已断开与互联网的连接。, <*>",463
Mac,80691,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe133570800 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp64-ssl.ls.apple.com/a/v2/use, NSErrorFailingURLKey=https://gsp64-ssl.ls.apple.com/a/v2/use, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp64-ssl.ls.apple.com/a/v2/use, NSErrorFailingURLKey=https://gsp64-ssl.ls.apple.com/a/v2/use, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> NSLocalizedDescription=The Internet connection appears to be offline.}",464
